Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	2713.51313138216	1863.65694834314	3291.86432516455	34.4815110130055	35.50042691037
2	794330	2977.75468810284	1700.25777718208	3428.97936584438	29.7257843469698	36.8854499068732
3	630960	3287.46186042859	1597.47764819883	3655.04313521297	25.9165258411479	38.2354739034647
4	501190	3572.9676595351	1504.19900816939	3876.68834861167	22.8308151102667	39.6805028998164
5	398110	3883.7956505156	1378.23706546072	4121.09282394533	19.5381752118299	43.7705798894899
6	316230	4115.36732842395	1267.01124241046	4305.99184117362	17.112195634339	45.0455998862708
7	251190	4245.25011407871	1095.77136179138	4384.38860143663	14.4731151552857	49.0456768761716
8	199530	4433.34444421047	1001.07843845744	4544.96435640108	12.7243638103373	50.3506978728767
9	158490	4585.7136035612	901.493220458226	4673.48470420289	11.1217988631573	51.7807268692662
10	125890	4710.51599974103	805.135554935949	4778.82875249137	9.69943638978797	53.0907478659587
11	100000	4815.91805042646	716.765437291521	4868.96491674761	8.46533723372448	54.4607738624998
12	79433	4903.54185405307	635.739641050797	4944.58164111521	7.38713859168586	55.7257968593059
13	63096	4974.16265087877	563.564977648547	5005.98637247739	6.46395944358284	57.0808218558848
14	50119	5041.45092383273	500.807669721595	5066.26447587035	5.67303661871685	58.4358488524637
15	39811	5092.23420396421	445.150763191919	5111.65417355217	4.99595781698045	59.8008728490173
16	31623	5135.27209840445	397.16209725336	5150.60746477015	4.42245371069692	61.0658978458234
17	25119	5177.83076175321	359.105871514989	5190.26862737512	3.96736729269707	62.3509218425791
18	19953	5215.415771283	325.48709666575	5225.56250727549	3.57112117042139	63.6359748393346
19	15849	5250.84756623498	299.302103852864	5259.37086667279	3.26237063492577	64.9859708359262
20	12589	5283.88032628237	276.046722233154	5291.08619239279	2.99059502816588	66.3109958325808
21	10000	5312.15463566613	257.656478456394	5318.39954630335	2.77685222815671	67.5960188293365
22	7943.3	5340.23215235325	242.65895787099	5345.74249387889	2.6017177737138	68.8610418261426
23	6309.6	5368.52091678668	231.333594840469	5373.50277436217	2.46739172790058	70.2110648227341
24	5011.9	5397.63891885753	222.460890211831	5402.22127888514	2.3600801547894	71.4710888195528
25	3981.1	5422.93132118501	215.29061954443	5427.20316232525	2.2734511577293	72.7211118163968
26	3162.3	5449.09156925056	209.881632142117	5453.13205686311	2.20576038190644	74.0161358131272
27	2511.9	5475.10075545006	206.599599475193	5478.9973240396	2.16099613763206	75.3861628096682
28	1995.3	5500.32910671239	205.171091713981	5504.15438183038	2.13623398583784	76.6911868063734
29	1584.9	5527.37409886293	204.193938018377	5531.14451023513	2.11567604850837	77.9162108032805
30	1258.9	5554.38446768108	205.417699729486	5558.18164926075	2.11800349671707	79.1812338000866
31	1000	5582.4372901081	206.789675044338	5586.26602192327	2.1214319491427	80.5312567966781
32	794.33	5610.49652459427	209.085911633017	5614.39116654048	2.13424942747692	81.9012827932191
33	630.96	5636.23880724097	212.40280737708	5640.23960881369	2.15818184195198	83.17630779
34	501.19	5665.97779031863	217.522073429809	5670.15168869521	2.19855771859141	84.4613287867556
35	398.11	5695.07353823501	224.008628461555	5699.47738582494	2.25249699890168	85.796356783385
36	316.23	5726.02743619909	232.814454212079	5730.75848123045	2.32830569545871	87.0613797801911
