Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	2912.31000185202	2499.32751176636	3837.73208522424	40.6360013048423	21.9575599445625
2	794330	3335.65759572418	2373.44571083104	4093.88032777886	35.4332802215023	24.0045979393942
3	630960	3816.05138861657	2267.30638102629	4438.79785820496	30.7166581131774	25.9016329346047
4	501190	4281.17368069037	2166.08581722982	4797.95538243533	26.837406464948	27.9686719293859
5	398110	4771.40251276703	2036.67444088314	5187.90176439244	23.1152257446361	30.0507099241293
6	316230	5136.43612734539	1901.45080518874	5477.08784436144	20.3139848344408	32.0377449191125
7	251190	5365.35457810292	1672.5335434229	5619.99984009295	17.3137410074117	34.0247839140957
8	199530	5657.53643712914	1537.10684262036	5862.62876046865	15.1998888345875	36.0468209089905
9	158490	5900.21864567403	1387.56731665775	6061.18166078334	13.2339000528983	38.0388549039611
10	125890	6102.5639885485	1237.41894706479	6226.75620888468	11.4624744313539	39.9058898992473
11	100000	6269.30722300956	1094.30007013718	6364.09504171505	9.90116007344952	41.9279278941422
12	79433	6406.54830036315	964.459008865347	6478.73770920443	8.56117276474282	43.5449588900595
13	63096	6514.10613562207	843.568418480069	6568.49955642885	7.37866651793712	45.7520008844873
14	50119	6610.90085919745	732.159238812017	6651.32072006119	6.31976996825182	47.1790248808844
15	39811	6687.48294066998	632.304435957422	6717.30876032086	5.40128375709095	48.6160518772563
16	31623	6742.85872179887	545.015896377971	6764.84930131069	4.6210920719314	49.9830788738049
17	25119	6794.52345991509	474.450541123968	6811.06837165135	3.99438745999379	51.3851028702651
18	19953	6835.66483108334	412.772457541619	6848.11614859258	3.45561659127841	52.8321298666117
19	15849	6875.20646987364	360.217011198902	6884.63654077319	2.9991914197107	54.1791538632108
20	12589	6904.66818858329	316.795941281974	6911.93189078471	2.62696907926616	55.6761838594311
21	10000	6930.96638931857	279.143136506451	6936.585325686	2.30632837169408	57.113210855803
22	7943.3	6958.09406121836	251.033995972208	6962.62098867201	2.06621996487309	58.6602378518971
23	6309.6	6979.93404110245	226.738535142996	6983.61579566485	1.86056119833531	60.0322648484331
24	5011.9	6999.52488483194	208.044159513079	7002.61601015571	1.70247897624876	61.4492888448555
25	3981.1	7018.55080321281	192.728657937183	7021.19645878603	1.57294072938042	62.8913158412147
26	3162.3	7040.2070536577	180.54029700867	7042.52157662407	1.46898100247165	64.2183418378643
27	2511.9	7056.68120066697	171.602371308401	7058.76738118528	1.3930279638206	65.6053678343624
28	1995.3	7077.07850363733	164.988190347962	7079.00143025836	1.33549669480893	66.9873928308731
29	1584.9	7095.40542735838	160.596470188048	7097.22265430806	1.29660373019898	68.4244208272449
30	1258.9	7113.19608531577	159.615268022029	7114.98668880957	1.28546248469805	69.9114468234906
31	1000	7132.95549509117	158.372961078176	7134.71345533596	1.27192881133218	71.4234768196731
32	794.33	7149.30322674413	160.028684280079	7151.0940287292	1.28228402887011	73.0655068155273
33	630.96	7170.23739771579	163.322011245661	7172.09721204053	1.30484439990684	74.5075318118866
34	501.19	7187.98253033943	169.222942955802	7189.97421837432	1.34863568408325	75.9745578081827
35	398.11	7211.93613777752	176.21979103687	7214.088734562	1.39971312024677	77.3765838046429
36	316.23	7230.06351748292	187.048889777917	7232.48268259279	1.48196787819366	78.8236108009895
37	251.19	7253.44349990033	199.545215193557	7256.1877662553	1.57583300751659	80.2506377973866
38	199.53	7275.28327532365	213.631774828122	7278.4191464507	1.68195277034263	81.5476617941119
39	158.49	7300.5037850439	232.523646295494	7304.20582688679	1.82427427998484	82.9596897905469
40	125.89	7322.06301598271	254.530828377347	7326.4857027511	1.99092416335896	84.4417147868052
41	100	7352.46424435786	283.042720395061	7357.91027711873	2.20458730427719	85.878741783177
42	79.433	7387.72504034293	311.098379968168	7394.27234240996	2.41131056536835	87.3857697793721
43	63.096	7419.49378086964	353.817407975507	7427.92533097565	2.73022643866963	89.1628027748856
44	50.119	7458.64208668375	377.791544358033	7468.20381539219	2.8996401556957	90.8998357705
45	39.811	7517.66478598842	428.163428938897	7529.84779104936	3.25972015087515	92.5318677663795
46	31.623	7571.89186275142	482.671785672683	7587.26027192198	3.64739611316963	94.1788947622211
47	25.119	7638.85733305964	531.475613154287	7657.32379374261	3.97995603646628	95.8759287579365
48	19.953	7704.05012402123	587.923923908916	7726.45085752417	4.36398961979848	97.8229627530208
49	15.849	7791.08213520685	648.140166012994	7817.99504427693	4.75548615158137	99.8950037477894
50	12.589	7872.46107826758	711.573014337325	7904.55435705081	5.16479429328767	102.17204274204
51	10	7963.01752499922	784.457186614258	8001.56367100053	5.62620014532042	104.469087736241
52	7.9433	8066.19850233049	861.126959961884	8112.03414195058	6.09367233174156	107.046134729734
53	6.3096	8165.37548020209	946.908336135829	8220.09684430354	6.61483233821989	109.618181723241
54	5.0119	8279.6382511	1046.0311135908	8345.45329264255	7.20047379609805	112.545236715851
55	3.9811	8395.14096701546	1160.65322887916	8474.99308399534	7.87141406396819	115.107283709382
56	3.1623	8520.24325437719	1290.61989763906	8617.43841486215	8.6135048001617	117.719333702787
57	2.5119	8651.10625475419	1443.55380253789	8770.71758819475	9.47329434841522	121.581403693036
58	1.9953	8786.70602289182	1624.55097771193	8935.62357152024	10.4749784116963	124.368454686
