Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	2643.72487923894	1910.83270582215	3261.98756385528	35.8586680412903	142.162720641074
2	794330	2966.54938340612	1769.07481608648	3453.98913563704	30.809353750079	146.709803629593
3	630960	3288.67952608633	1659.31333870892	3683.576221733	26.7733680479728	149.291852623074
4	501190	3609.20389651301	1559.2821033398	3931.62987123667	23.3657628195884	151.408890617729
5	398110	3951.86805182549	1418.07143160609	4198.59353643293	19.7397998083601	153.510932612422
6	316230	4198.99693737292	1311.06190971577	4398.91561764655	17.3400431051499	155.852973606509
7	251190	4328.87013543311	1153.08781349964	4479.81340628001	14.9156292413359	158.175017600646
8	199530	4531.66966866105	1051.33762187225	4652.02544930986	13.0614342110487	160.512059594746
9	158490	4696.09500537404	943.578983247212	4789.95298485537	11.3610723279507	162.309093590209
10	125890	4830.01066124335	838.097265629041	4902.18420853188	9.84387567422481	163.926123586126
11	100000	4938.94669535238	738.084211838701	4993.79242292846	8.49947441919181	165.928161581072
12	79433	5029.67569874936	646.680439965821	5071.07811279063	7.32649463101442	167.850196576219
13	63096	5107.45090532405	564.43376630883	5138.54456308837	6.30627219855609	169.542229571947
14	50119	5166.66304471067	490.008939442101	5189.84737524257	5.41775578681575	171.069256568092
15	39811	5217.47789994165	424.562528668045	5234.72339069875	4.65208714982975	172.751286563845
16	31623	5255.31220393512	367.799087952899	5268.16690414497	4.00338347710901	174.578319559232
17	25119	5288.03636374917	322.355034267802	5297.85252271629	3.48839430895268	176.250353555011
18	19953	5320.68120698866	283.556982293273	5328.23170185095	3.05059873807153	178.067385550423
19	15849	5346.22323227819	250.732846949527	5352.09957025189	2.68515070200698	180.014422545507
20	12589	5370.78629921766	224.329968268585	5375.46922663757	2.39177150353922	182.971475538041
21	10000	5389.60507301858	202.531458991797	5393.40911066359	2.15205754746414	184.708510533656
22	7943.3	5409.69666977874	184.938439343229	5412.85694299802	1.95797798053725	186.775546528437
23	6309.6	5427.89631353519	171.81781136215	5430.61504350936	1.81306877649429	189.572599521375
24	5011.9	5444.1201296502	161.104946075348	5446.50335442039	1.69502880145429	191.799640515752
25	3981.1	5461.72085299366	153.739670567631	5463.88420103611	1.61236890805994	193.841677510597
26	3162.3	5481.56599057355	148.763013780558	5483.58424238031	1.55455598284189	195.94371450529
27	2511.9	5496.90378576812	145.558463605478	5498.83064808502	1.5168424784166	198.230757499515
28	1995.3	5513.7801851088	144.550684570674	5515.67464868154	1.50173696412298	200.427801493968
29	1584.9	5533.12138549452	145.720829874401	5535.0399119497	1.50859857492754	202.904843487715
30	1258.9	5550.71840618061	148.965989405866	5552.71696475805	1.53729186726345	205.106886482155
31	1000	5567.58470819547	152.996391454274	5569.68647041556	1.57408327529653	207.1089254771
32	794.33	5589.15888107402	159.315499001945	5591.42901467155	1.63273846896862	209.130961471995
33	630.96	5607.90947361268	167.867583513533	5610.42139146691	1.71458417390976	211.117995466978
34	501.19	5629.41146138235	178.036432842067	5632.22605840374	1.81143932129474	213.800046460207
35	398.11	5649.94660525405	190.651125864097	5653.16234456566	1.93264865140832	216.20709045413
36	316.23	5673.24004613817	206.165283964552	5676.98482871128	2.08121018767006	218.40913244857
37	251.19	5699.69310446788	224.484851833822	5704.112107403	2.25545304661219	220.571171443111
38	199.53	5724.8226015701	246.198276753164	5730.11408358718	2.46251046423358	222.838214437388
39	158.49	5753.0199591131	272.101024233861	5759.45115591259	2.70790485462174	224.900251432181
40	125.89	5786.41921574525	302.034123700185	5794.29650192542	2.98796013197729	227.552300425486
41	100	5820.91011375602	337.509627201857	5830.68669205275	3.31842434577865	229.684341420103
42	79.433	5859.29777814241	377.431555883813	5871.44147823356	3.68566331491243	232.146387413887
43	63.096	5907.65474316225	422.178839449477	5922.72061951991	4.08758042107448	235.563450405259
44	50.119	5960.50768259728	475.400614617936	5979.43622582265	4.56016692567594	238.415503398059
45	39.811	6021.45735873798	533.150715860245	6045.01434315271	5.05987682936482	241.417557390479
46	31.623	6089.76459957635	596.439425737411	6118.90291366249	5.59378220384826	243.644599384857
47	25.119	6169.13178761033	666.681147753154	6205.05042410403	6.16786150430721	246.416652377858
48	19.953	6244.6962837799	745.617569920302	6289.05217319974	6.80888909272005	248.828694371768
49	15.849	6339.85615756795	831.183017793232	6394.1098917457	7.46912898583511	251.730748364441
50	12.589	6442.68787950183	927.556161277646	6509.1157268099	8.19260017180235	255.07781135599
51	10	6551.73199738046	1036.9667597794	6633.28668356693	8.9938093183975	258.414874347565
52	7.9433	6673.8531551043	1161.10113645966	6774.10302438511	9.86939864586147	261.676932339329
53	6.3096	6805.91295532726	1302.6844812614	6929.4615962	10.835632321771	264.953993331055
54	5.0119	6945.70004332314	1465.1306397728	7098.54611053701	11.9113894724671	268.646060321734
55	3.9811	7098.5486435285	1656.19881840656	7289.19662038496	13.1330333245781	271.918124313473
56	3.1623	7273.40665006639	1879.3040055271	7512.27181632961	14.4872488856655	276.685211301437
57	2.5119	7460.82284561193	2140.75411013431	7761.87514030352	16.0099168994433	280.152274292684
58	1.9953	7664.52582992355	2448.50336847036	8046.12484013118	17.7165603829938	283.689341283753
