Ri [Ω],R1-Ri [Ω],𝜏1 [s] | hight freq,α1 | hight freq,R2 [Ω] | middle freq,𝜏2 [s] | middle freq,α2 | middle freq,R3 [Ω] | low freq,𝜏3 [s] | low freq,α3 | low freq
20097.09362,1802171.888,0.000158275,0.25646596,2449150.411,310.410953,0.696971409,2822619.682,30.41912924,0.020686476
-14470.51541,2740498.882,0.000138372,0.273601565,5151228.4,92.98957256,0.729309789,6977507.248,53.25292395,0.03658135
5852.200762,2353941.444,0.000166974,0.273821878,3212350.259,411.6665377,0.740883431,3999356.451,69.27109079,0.047071491
