Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	-818.909765912013	14827.7672106309	14850.3634183601	93.1611270586679	69.9270748234511
2	794330	4642.68145413496	19381.0097837221	19929.325912366	76.5287583519668	71.2370978201436
3	630960	12187.3325347833	23613.5575295466	26573.1287867009	62.7010218669065	72.5171208169119
4	501190	17909.0314106039	26132.0883029087	31679.9533638705	55.5760979006929	73.9071478134024
5	398110	26995.1254265885	35572.6903488122	44655.9413230728	52.8061484434815	75.2071708101201
6	316230	32078.5959095263	37158.2858102306	49089.4542634308	49.1960912167504	76.4971968068631
7	251190	35985.2435233054	38767.3268188774	52894.6441533852	47.1314062455367	78.6372358014601
8	199530	40405.8517755793	41827.2726523052	58156.2859477835	45.9902737873717	79.8372587984303
9	158490	44754.9894843792	45759.7267191281	64007.5126305981	45.6359721519611	81.1272827951733
10	125890	49258.9576641843	50708.4197085257	70695.0404165519	45.8306933807639	82.3173027921688
11	100000	54110.952209599	56736.8252247402	78403.2045621365	46.3570259267006	83.6173277888865
12	79433	59385.6635491397	64498.2574748268	87673.7261239686	47.3632116292252	84.7973477859073
13	63096	65269.9618322763	73933.2334313003	98621.9596397979	48.5611937272964	86.0873757826503
14	50119	72245.0393350325	85367.6620663843	111834.625385883	49.7593928536518	87.3773977793933
15	39811	80789.1963414194	98959.6234072707	127749.369119386	50.7723002444108	88.5724187763761
16	31623	91322.0853156645	113876.230135816	145970.952782898	51.2724236192684	89.7574397733842
17	25119	101933.733885486	132008.477970347	166783.465487094	52.3255536895766	90.9524627703671
18	19953	115493.333793229	153926.077859921	192436.866519938	53.1184845200657	92.1374847673752
19	15849	131817.265379375	179298.715966877	222539.481889096	53.67732790736	93.3275077643707
20	12589	152709.374810633	208761.146056673	258652.990042547	53.8144231903895	94.5175297613662
21	10000	174109.844170387	242037.816952086	298155.232508115	54.270656883814	95.7275537583112
22	7943.3	205176.913177119	279623.927251978	346824.316322703	53.7302603682656	96.9325747552688
23	6309.6	243449.378313006	320626.714533424	402578.054386334	52.7908792069214	98.132595752239
24	5011.9	289959.054219698	365409.539668406	466476.564046532	51.5673662658427	99.3276167492219
25	3981.1	346986.125064038	411871.650194187	538551.415577602	49.8871428666848	100.51264174623
26	3162.3	415030.534273918	459101.954128992	618890.094172425	47.8862559365506	101.692663743251
27	2511.9	494362.778792911	504714.392711116	706492.162211018	45.5936303850513	102.882683740246
28	1995.3	583837.949723865	542457.018710541	796948.159346701	42.8958560656454	104.067706737254
29	1584.9	688789.552081111	573922.872918667	896559.262466968	39.8022120451548	105.217726734351
30	1258.9	792156.723787208	586706.241656442	985766.954731143	36.5252816395412	106.382749731409
31	1000	909927.343512127	600918.481079604	1090445.22621453	33.4408805303691	107.592771728354
32	794.33	1023922.72840442	588553.55319887	1181022.03143132	29.8904056963583	108.892795725072
33	630.96	1133015.29136154	572356.11886814	1269375.90069486	26.8011648349931	110.057817722131
34	501.19	1229069.21261714	540273.400828071	1342574.57038543	23.7292973634	111.257838719101
35	398.11	1319263.42429754	498608.630376163	1410342.70621536	20.7038201797883	112.432861716134
36	316.23	1395774.8893827	464529.709969049	1471045.68021364	18.4080273474019	113.627883713117
37	251.19	1456794.91181529	414716.913158104	1514675.38870555	15.8904672419455	114.862904709999
38	199.53	1525766.66787769	372895.70419535	1570673.46415922	13.7338062252383	116.057928706982
39	158.49	1559222.05058497	334258.027197561	1594647.87077787	12.0996410679229	117.287951703876
40	125.89	1576961.54311014	295424.63556372	1604395.03357068	10.6106818029283	118.552975700683
41	100	1645434.54061482	231921.004211877	1661698.58266864	8.02288583423599	119.802996697527
42	79.433	1669289.67399771	233620.114346799	1685558.17862891	7.96690247261547	121.088019694282
43	63.096	1606390.55775872	236972.809399342	1623775.45752207	-8.39168130444773	122.428046690899
44	50.119	1707830.14773226	205729.166358813	1720176.82329285	6.86888443158751	123.793071687453
45	39.811	1724256.70348418	194444.116854977	1735185.78085739	6.43405256459953	132.768236664792
46	31.623	1711418.08058641	190114.867155752	1721945.26895361	6.3387797292111	134.273264660993
47	25.119	1776924.5010602	232064.272432223	1792014.09285964	7.44065013135292	135.80329265713
48	19.953	1790007.26250641	163882.443820999	1797493.65929853	5.23107824194814	137.563327652686
49	15.849	1747662.6583372	170648.547660151	1755974.28630511	5.57690255770774	139.373360648116
50	12.589	1832628.48319681	171019.117552798	1840590.85513125	5.33134659687213	141.21339564347
51	10	1846800.15189951	158599.992046836	1853597.78769109	4.90841909652118	143.378433638004
52	7.9433	1868107.7168626	151652.992639117	1874253.20380625	4.64109425146385	145.568476632475
53	6.3096	1893186.00594226	162195.99301412	1900121.25751106	4.89677629725612	147.753518626958
54	5.0119	1903975.58668943	163741.383008908	1911003.47336655	4.91532743011551	150.078556621088
55	3.9811	1929605.32871859	170923.110776835	1937160.66303671	5.06200893072074	152.348601615357
56	3.1623	1950067.10823896	177014.268634631	1958084.7218483	5.18671939197589	154.678644609474
57	2.5119	1968606.2311122	186899.42464213	1977458.44156213	5.42340401138044	157.158690603212
58	1.9953	1992404.23536084	198524.709715399	2002270.38570004	5.69021433622335	159.713735596762
59	1.5849	2015051.08137584	209567.040453562	2025919.34809814	5.93746470725973	162.293785590248
60	1.2589	2048875.82586033	221772.492677485	2060843.31968814	6.17770461019966	165.088836583191
61	1	2067196.46154302	243193.244850629	2081452.41717339	6.7096635141912	168.278894575137
62	0.79433	2096324.6793261	264530.107226976	2112948.96738686	7.19200219616222	171.428952567184
63	0.63096	2125875.64714381	289284.090438156	2145467.90982754	7.74907682335096	174.829017558599
64	0.50119	2156626.09339209	323731.605248382	2180788.44891849	8.53694137282067	178.564084549169
65	0.39811	2190466.15774914	362854.892417457	2220316.56778837	9.40574276270676	182.649161538855
66	0.31623	2234653.08048301	405230.891754784	2271098.07488461	10.2782959154417	187.30924652709
67	0.25119	2280489.24955605	462126.049933209	2326841.57246848	11.455487521281	192.649345513607
68	0.19953	2331354.50166233	523433.993205337	2389392.59178229	12.6541637966374	198.744457498218
