Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	2423.606305	6062.41931	6528.919927	68.20968339	53.04480887
2	794328.25	3415.422899	7005.532847	7793.754169	64.00927539	63.38999884
3	630957.375	4543.052723	7948.581476	9155.286753	60.24965155	68.79509983
4	501187.2188	5862.887489	8986.933105	10730.25705	56.88040995	71.50514882
5	398107.1563	7319.36814	10050.00359	12432.84851	53.93433315	80.0953078
6	316227.7813	8931.112031	11094.49083	14242.62928	51.16578804	82.28034879
7	251188.6406	10810.31357	12247.64441	16336.085	48.56694949	88.96047178
8	199526.2344	12879.87817	13296.2307	18511.64532	45.91125963	91.12551277
9	158489.3125	15231.32055	14369.59672	20939.87669	43.33251118	93.50555676
10	125892.5391	17877.27393	15303.03059	23532.52364	40.56368108	95.14058776
11	100000	20704.03213	15994.44707	26162.55499	37.68709532	96.87061776
12	79432.82031	23381.58309	16639.47174	28697.91712	35.43750462	102.2307187
13	63095.73438	26375.79229	16847.4287	31297.25663	32.5682381	106.8458037
14	50118.72266	29362.11471	16872.65281	33864.73376	29.88340866	114.0909387
15	39810.71875	32367.13952	16689.22522	36416.50669	27.27664999	116.8159867
16	31622.77734	35126.47713	16419.9104	38774.77083	25.05378958	125.3511447
17	25118.86523	37803.63221	16053.39971	41070.99038	23.00861645	128.9412137
18	19952.62305	40343.28705	15602.81179	43255.38748	21.14403456	131.5612597
19	15848.93164	42773.57741	15081.3363	45354.44443	19.42190319	139.6914116
20	12589.25391	45065.30334	14554.30699	47357.25306	17.89840041	150.1966036
21	10000	47222.80899	13975.54562	49247.43206	16.4860698	158.5167636
22	7943.282227	49308.33149	13385.72193	51092.94576	15.18803633	164.8318776
23	6309.573242	51282.28725	12753.7787	52844.41179	13.96598626	171.4169996
24	5011.872559	53064.1416	12151.75021	54437.7457	12.89839892	183.3172205
25	3981.071777	54736.17118	11552.45846	55942.00329	11.91777684	185.4222575
26	3162.277588	56322.50476	10995.84989	57385.82802	11.04691089	187.3272915
27	2511.886475	57770.53839	10515.40858	58719.74901	10.31605395	189.1523255
28	1995.262329	59192.26475	9961.865834	60024.68639	9.553170821	191.0023615
29	1584.893188	60463.39917	9561.030488	61214.67098	8.985734555	192.7323945
30	1258.925415	61687.66532	9287.210379	62382.85285	8.561702582	194.4824275
31	1000	62948.13099	9011.911532	63589.95003	8.147336333	196.5674655
32	794.3282471	64027.92473	8850.178929	64636.68318	7.869770078	198.7475035
33	630.9573364	65224.08326	8671.859689	65798.04091	7.573336881	200.7725415
34	501.1872253	66331.58969	8607.303388	66887.70786	7.393488059	202.5675735
35	398.1071777	67440.42321	8597.607011	67986.24514	7.265133211	204.3676095
36	316.2277832	68552.09848	8658.083753	69096.69037	7.198305097	206.3876465
37	251.1886444	69684.79533	8777.908401	70235.47804	7.17950079	208.4176835
38	199.5262299	70821.5947	8965.059858	71386.7675	7.214501741	210.4727225
39	158.4893188	72025.85098	9214.170924	72612.8374	7.290174934	212.5127585
40	125.89254	73258.86269	9486.196277	73870.48722	7.378102844	214.5827975
41	100	74543.31856	9888.171578	75196.29166	7.556171974	216.6578365
42	79.43282318	75886.09732	10405.65161	76596.19672	7.807818138	218.6628714
43	63.09573364	77320.41201	10916.82654	78087.27947	8.036439908	220.8729124
44	50.11872482	78838.24649	11466.46193	79667.74039	8.275238512	222.9679544
45	39.81071854	80439.56584	12109.16203	81345.90068	8.56087569	232.8781354
46	31.62277603	82131.67418	12785.8431	83120.93411	8.84849282	235.1181824
47	25.11886406	83955.31661	13522.76391	85037.40548	9.150097056	237.4032214
48	19.95262337	85876.11084	14301.38196	87058.80736	9.454984488	240.1782734
49	15.84893227	87926.77885	15139.35664	89220.61734	9.769476254	242.8183204
50	12.58925438	90102.12371	16033.52913	91517.5762	10.09007437	245.6133744
51	10	92424.74018	16979.37138	93971.4406	10.40974945	248.4134234
52	7.943282604	94831.41629	18053.70046	96534.62392	10.77880184	251.4484814
53	6.30957365	97391.0541	19095.43966	99245.41921	11.09324403	254.6135404
54	5.011872292	100147.596	20210.31059	102166.5192	11.40935283	257.6735973
55	3.981071711	103092.3728	21409.11909	105291.9166	11.73181946	260.8586533
56	3.162277699	106106.5232	22652.07198	108497.5144	12.05084561	264.0187123
57	2.511886358	109337.2971	24036.73098	111948.2424	12.39868391	267.2837753
58	1.995262384	112614.7498	25470.83738	115459.2804	12.74454094	270.8038373
59	1.584893227	116188.0504	27069.39135	119299.6856	13.11477452	274.1038983
60	1.258925438	119872.1508	28762.99074	123274.6615	13.49287451	277.4939643
61	1	123811.2507	30627.80181	127543.2791	13.89459923	283.8790813
62	0.794328272	127965.5437	32740.5804	132087.5694	14.35152096	287.8241543
63	0.630957365	132325.1718	34944.38507	136861.467	14.7929438	291.9092283
64	0.501187265	136885.0763	37362.49735	141892.4957	15.26688517	296.4843153
65	0.398107171	141821.7426	40087.15043	147378.378	15.7834068	301.4444072
66	0.316227764	146981.7735	43047.17109	153155.8053	16.32394696	306.6845052
67	0.251188636	152365.0538	46365.34303	159263.4756	16.92523128	312.7996142
68	0.199526235	158115.4765	50093.13794	165860.8645	17.57891137	319.4997392
69	0.158489317	164179.8003	54244.50462	172908.8578	18.28339733	327.2948832
70	0.12589255	170672.4624	58916.69326	180555.4379	19.04484178	336.4600552
71	0.100000001	177577.0855	64167.92354	188815.1045	19.86744845	347.1502511
