Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	2565.479318	5951.887872	6481.253996	66.68220712	53.04480887
2	794328.25	3480.208452	6871.310069	7702.386185	63.13851668	63.38999884
3	630957.375	4592.312881	7827.416783	9075.119343	59.60002869	68.79509983
4	501187.2188	5862.168304	8858.823318	10622.79473	56.5061121	71.50514882
5	398107.1563	7362.34517	9925.70406	12358.14418	53.43399458	80.0953078
6	316227.7813	8956.403508	10943.99257	14141.7162	50.70360748	82.28034879
7	251188.6406	10802.02896	11922.4531	16088.15457	47.82266637	88.96047178
8	199526.2344	12933.04518	12999.4687	18337.11657	45.14675704	91.12551277
9	158489.3125	15206.15973	14048.29585	20702.21993	42.73346987	93.50555676
10	125892.5391	17776.32809	14825.02013	23146.90179	39.82727463	95.14058776
11	100000	20364.56612	15552.813	25624.31551	37.36967232	96.87061776
12	79432.82031	23260.13383	16098.92422	28287.96895	34.68808371	102.2307187
13	63095.73438	26247.30238	16164.72728	30825.62717	31.62735475	106.8458037
14	50118.72266	29206.56496	15999.78688	33301.9011	28.7145776	114.0909387
15	39810.71875	32148.82799	15572.29995	35721.75341	25.84469271	116.8159867
16	31622.77734	34794.61039	15021.05963	37898.51111	23.35017162	125.3511447
17	25118.86523	37272.76063	14311.40958	39925.87043	21.00500699	128.9412137
18	19952.62305	39522.35842	13496.52912	41763.29864	18.85457349	131.5612597
19	15848.93164	41531.77351	12619.10998	43406.56803	16.90100079	139.6914116
20	12589.25391	43330.79861	11814.74519	44912.65203	15.25173983	150.1966036
21	10000	44929.92508	10998.36781	46256.48346	13.754915	158.5167636
22	7943.282227	46350.65031	10262.63909	47473.19818	12.48462002	164.8318776
23	6309.573242	47598.35706	9605.960623	48557.98672	11.40977188	171.4169996
24	5011.872559	48769.70183	9099.998344	49611.42798	10.56934634	183.3172205
25	3981.071777	49828.74148	8701.314489	50582.76733	9.905363809	185.4222575
26	3162.277588	50885.6666	8347.374068	51565.7805	9.315928635	187.3272915
27	2511.886475	51915.20739	8179.370208	52555.59776	8.953493306	189.1523255
28	1995.262329	52826.03941	8076.036312	53439.80541	8.692068701	191.0023615
29	1584.893188	53928.66703	8083.543344	54531.13607	8.524783962	192.7323945
30	1258.925415	54975.63343	8146.043323	55575.8787	8.428503882	194.4824275
31	1000	56098.037	8135.272792	56684.85175	8.251444991	196.5674655
32	794.3282471	57230.83032	8338.27462	57835.06516	8.289412184	198.7475035
33	630.9573364	58415.03349	8453.704651	59023.56529	8.234559819	200.7725415
34	501.1872253	59642.91174	8585.269366	60257.64492	8.191148235	202.5675735
35	398.1071777	60882.01937	8714.42101	61502.53179	8.145770863	204.3676095
36	316.2277832	62133.53646	8845.694227	62760.0403	8.102514879	206.3876465
37	251.1886444	63396.83962	8999.057269	64032.35358	8.079049995	208.4176835
38	199.5262299	64666.56248	9169.76274	65313.46608	8.070773535	210.4727225
39	158.4893188	65948.52991	9376.146141	66611.71604	8.091723152	212.5127585
40	125.89254	67247.38944	9619.625611	67931.94082	8.140836243	214.5827975
41	100	68589.26791	9912.391888	69301.82671	8.223344097	216.6578365
42	79.43282318	69951.98491	10320.80412	70709.25817	8.392940791	218.6628714
43	63.09573364	71420.42034	10668.7442	72212.86965	8.495990788	220.8729124
44	50.11872482	72919.75411	11090.62941	73758.33919	8.648045436	222.9679544
45	39.81071854	74514.37027	11564.69358	75406.45538	8.821970491	232.8781354
46	31.62277603	76168.33721	12067.9473	77118.42157	9.002985031	235.1181824
47	25.11886406	77932.68488	12608.96802	78946.11736	9.190419541	237.4032214
48	19.95262337	79772.17487	13161.92795	80850.70334	9.369048847	240.1782734
49	15.84893227	81724.65795	13749.47926	82873.20373	9.550092496	242.8183204
50	12.58925438	83770.26095	14353.86622	84991.11774	9.723093581	245.6133744
51	10	85926.85419	14968.43025	87220.8586	9.881746923	248.4134234
52	7.943282604	88145.75614	15653.79367	89524.94391	10.07016136	251.4484814
53	6.30957365	90472.72069	16260.73684	91922.38438	10.18903451	254.6135404
54	5.011872292	92937.73619	16874.114	94457.17829	10.29072855	257.6735973
55	3.981071711	95520.01737	17481.91781	97106.59693	10.37139756	260.8586533
56	3.162277699	98123.00055	18074.06347	99773.71902	10.4367829	264.0187123
57	2.511886358	100860.5144	18690.9931	102577.7587	10.49868284	267.2837753
58	1.995262384	103581.7464	19273.47494	105359.5986	10.54049485	270.8038373
59	1.584893227	106492.006	19872.15553	108330.2816	10.57022076	274.1038983
60	1.258925438	109403.1914	20448.05155	111297.7138	10.58674287	277.4939643
61	1	112437.9055	21029.62359	114387.6202	10.59381691	283.8790813
62	0.794328272	115546.0882	21651.95549	117557.2443	10.61345841	287.8241543
63	0.630957365	118655.9942	22212.96825	120717.2768	10.60331352	291.9092283
64	0.501187265	121782.7296	22811.44246	123900.7471	10.60928361	296.4843153
65	0.398107171	124955.0775	23486.10223	127143.102	10.64491297	301.4444072
66	0.316227764	128055.9105	24232.31625	130328.5132	10.71550848	306.6845052
67	0.251188636	131069.4432	25203.31335	133470.6183	10.88453691	312.7996142
68	0.199526235	134014.3566	26466.2627	136602.7483	11.1714891	319.4997392
69	0.158489317	136918.158	28151.449	139782.281	11.61854524	327.2948832
70	0.12589255	139813.5058	30391.35754	143078.4786	12.26364563	336.4600552
71	0.100000001	142761.0226	33263.13155	146584.943	13.11583742	347.1502511
