Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	912.6043415	327.5264349	969.5979835	19.74265843	53.04480887
2	794328.25	972.2802945	315.923267	1022.319168	18.00054629	63.38999884
3	630957.375	1026.258375	299.4517227	1069.054529	16.26670623	68.79509983
4	501187.2188	1075.023892	281.1437084	1111.178723	14.65593367	71.50514882
5	398107.1563	1117.391801	262.1739369	1147.736734	13.20447408	80.0953078
6	316227.7813	1154.998255	243.5022342	1180.387355	11.90503114	82.28034879
7	251188.6406	1188.803243	225.6960225	1210.037952	10.74975227	88.96047178
8	199526.2344	1218.857437	208.5552597	1236.571368	9.709688963	91.12551277
9	158489.3125	1246.786262	192.8917289	1261.619278	8.794570343	93.50555676
10	125892.5391	1271.369329	178.3836406	1283.822688	7.986933122	95.14058776
11	100000	1293.665485	165.0497927	1304.151763	7.270690891	96.87061776
12	79432.82031	1314.274434	151.6549629	1322.995282	6.582285084	102.2307187
13	63095.73438	1333.394035	142.3444588	1340.970394	6.093446415	106.8458037
14	50118.72266	1350.942196	134.0886941	1357.580419	5.668366208	114.0909387
15	39810.71875	1367.342324	127.0194077	1373.229391	5.307266032	116.8159867
16	31622.77734	1382.773727	121.3270591	1388.086249	5.014393299	125.3511447
17	25118.86523	1397.67976	116.7654823	1402.548712	4.775535912	128.9412137
18	19952.62305	1412.158797	113.3308031	1416.6991	4.588357805	131.5612597
19	15848.93164	1426.509702	110.8822477	1430.812637	4.444649803	139.6914116
20	12589.25391	1440.827393	109.4174236	1444.976037	4.342745533	150.1966036
21	10000	1455.350302	108.5507941	1459.392948	4.265644559	158.5167636
22	7943.282227	1470.141157	108.620259	1474.148358	4.225577192	164.8318776
23	6309.573242	1485.180993	108.8207204	1489.162358	4.190631357	171.4169996
24	5011.872559	1500.740491	109.4659225	1504.727487	4.171838927	183.3172205
25	3981.071777	1516.662907	110.3273922	1520.670413	4.160568058	185.4222575
26	3162.277588	1533.090505	110.9859289	1537.10259	4.140623943	187.3272915
27	2511.886475	1550.007314	111.4540868	1554.00923	4.112804459	189.1523255
28	1995.262329	1567.240095	111.6859293	1571.214581	4.07616731	191.0023615
29	1584.893188	1584.649107	111.3704986	1588.557893	4.020186131	192.7323945
30	1258.925415	1602.355721	110.4994487	1606.161258	3.944907133	194.4824275
31	1000	1619.737108	108.377567	1623.358862	3.827988599	196.5674655
32	794.3282471	1637.015569	106.0214199	1640.445219	3.705589623	198.7475035
33	630.9573364	1653.626173	102.55813	1656.803455	3.548946699	200.7725415
34	501.1872253	1668.744601	98.57029338	1671.653267	3.380449655	202.5675735
35	398.1071777	1682.975154	93.99202092	1685.597778	3.196575683	204.3676095
36	316.2277832	1695.589951	89.47645507	1697.94915	3.020702322	206.3876465
37	251.1886444	1706.558215	85.14876296	1708.681145	2.856405507	208.4176835
38	199.5262299	1715.863527	81.7757272	1717.811082	2.728574503	210.4727225
39	158.4893188	1723.283415	80.03749594	1725.141075	2.659178151	212.5127585
40	125.89254	1729.382004	80.4485013	1731.25217	2.663401743	214.5827975
41	100	1734.484009	83.63501327	1736.499235	2.760604635	216.6578365
42	79.43282318	1738.962295	91.82951356	1741.385231	3.022814859	218.6628714
43	63.09573364	1743.74823	102.4311997	1746.754144	3.361803531	220.8729124
44	50.11872482	1749.660413	117.0583984	1753.571849	3.827583899	222.9679544
45	39.81071854	1757.082491	136.7045214	1762.39241	4.44876399	232.8781354
46	31.62277603	1766.588582	161.1635734	1773.924721	5.21259033	235.1181824
47	25.11886406	1779.181509	191.2753601	1789.433739	6.136158275	237.4032214
48	19.95262337	1795.635724	226.62264	1809.879961	7.193124721	240.1782734
49	15.84893227	1815.522379	268.9296996	1835.332311	8.425839429	242.8183204
50	12.58925438	1839.561195	318.2243371	1866.882995	9.814424147	245.6133744
51	10	1869.145981	375.5326122	1906.497165	11.36013096	248.4134234
52	7.943282604	1903.094892	443.6439932	1954.121327	13.12227307	251.4484814
53	6.30957365	1942.734877	518.9744874	2010.858852	14.95652152	254.6135404
54	5.011872292	1991.32979	606.5902844	2081.669067	16.94155805	257.6735973
55	3.981071711	2049.443571	707.4908415	2168.124129	19.04524659	260.8586533
56	3.162277699	2112.30081	821.5381404	2266.437651	21.25257478	264.0187123
57	2.511886358	2183.48692	955.3854073	2383.354025	23.63179776	267.2837753
58	1.995262384	2262.589935	1102.213275	2516.781142	25.97287685	270.8038373
59	1.584893227	2355.880587	1276.703705	2679.579386	28.45424179	274.1038983
60	1.258925438	2459.187982	1472.086012	2866.119809	30.90501506	277.4939643
61	1	2578.630816	1698.291342	3087.641554	33.36897909	283.8790813
62	0.794328272	2728.442596	1949.554589	3353.380697	35.54695166	287.8241543
63	0.630957365	2881.091594	2253.27027	3657.583312	38.02857443	291.9092283
64	0.501187265	3054.355571	2600.532265	4011.465569	40.41165934	296.4843153
65	0.398107171	3255.470298	3009.248853	4433.245484	42.74926983	301.4444072
66	0.316227764	3482.671962	3483.275869	4925.668967	45.00496721	306.6845052
67	0.251188636	3737.636161	4024.770861	5492.604533	47.11842912	312.7996142
68	0.199526235	4028.799057	4658.86601	6159.241377	49.14807465	319.4997392
69	0.158489317	4360.435164	5399.247134	6940.119915	51.0756369	327.2948832
70	0.12589255	4742.759767	6270.86633	7862.412781	52.89918157	336.4600552
71	0.100000001	5187.822257	7300.983463	8956.442334	54.60373683	347.1502511
