Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	3063.620446	7260.703055	7880.582408	67.12290943	53.04480887
2	794328.25	4125.398818	8411.300063	9368.504905	63.87393738	63.38999884
3	630957.375	5580.929303	9772.33206	11253.67699	60.26953144	68.79509983
4	501187.2188	6900.751616	10973.21835	12962.71167	57.83535537	71.50514882
5	398107.1563	8524.625442	12471.34229	15106.40981	55.64594371	80.0953078
6	316227.7813	10481.18213	14088.6064	17559.72691	53.35269244	82.28034879
7	251188.6406	12662.13669	15722.71932	20187.46166	51.15411223	88.96047178
8	199526.2344	15154.27036	17580.04125	23210.12194	49.23814788	91.12551277
9	158489.3125	17955.46581	19513.18168	26517.22104	47.38063513	93.50555676
10	125892.5391	20979.70389	21373.99494	29949.88539	45.53337868	95.14058776
11	100000	24671.68821	23072.52216	33779.18705	43.08162658	96.87061776
12	79432.82031	28623.2468	25109.09346	38075.67245	41.25812284	102.2307187
13	63095.73438	33007.53018	26514.44659	42338.07892	38.77438304	106.8458037
14	50118.72266	37623.31103	27802.41211	46781.27459	36.46320458	114.0909387
15	39810.71875	42605.5982	28898.86148	51481.85304	34.14856964	116.8159867
16	31622.77734	47520.31149	29855.89579	56120.89199	32.14018174	125.3511447
17	25118.86523	52686.80112	30550.65133	60903.54103	30.10747241	128.9412137
18	19952.62305	57862.33892	31015.98542	65650.90721	28.19267122	131.5612597
19	15848.93164	63103.78915	31262.09955	70423.05783	26.35416668	139.6914116
20	12589.25391	68251.09131	31208.22981	75047.75195	24.57253925	150.1966036
21	10000	73443.46224	30895.566	79677.33771	22.81509926	158.5167636
22	7943.282227	78347.47077	30667.66123	84135.79275	21.37693559	164.8318776
23	6309.573242	83258.1202	29779.44776	88423.58333	19.68092077	171.4169996
24	5011.872559	87903.04049	28845.42301	92514.87965	18.16727338	183.3172205
25	3981.071777	92264.83863	27754.17826	96348.81867	16.74180786	185.4222575
26	3162.277588	96433.75329	26593.35726	100033.3715	15.41716032	187.3272915
27	2511.886475	100305.0104	25469.77602	103488.1858	14.24761134	189.1523255
28	1995.262329	103925.1997	24355.92414	106741.08	13.18980352	191.0023615
29	1584.893188	107330.4253	23355.89404	109842.2413	12.27659546	192.7323945
30	1258.925415	110512.7245	22366.49221	112753.3691	11.44145316	194.4824275
31	1000	113555.0185	21539.92831	115579.889	10.74066589	196.5674655
32	794.3282471	116368.0192	20816.08814	118215.1658	10.14188861	198.7475035
33	630.9573364	119042.9579	20232.60337	120750.0893	9.645846961	200.7725415
34	501.1872253	121700.2302	19754.87383	123293.1509	9.220063944	202.5675735
35	398.1071777	124238.0721	19486.64972	125757.02	8.914172897	204.3676095
36	316.2277832	126766.702	19370.52147	128238.1138	8.687850267	206.3876465
37	251.1886444	129289.7681	19421.47794	130740.3455	8.542906117	208.4176835
38	199.5262299	131815.1974	19641.1158	133270.4757	8.474999398	210.4727225
39	158.4893188	134393.6466	19983.73937	135871.2703	8.457657719	212.5127585
40	125.89254	137025.2212	20493.49573	138549.2498	8.506110111	214.5827975
41	100	139800.8031	21152.82267	141392.0311	8.603982279	216.6578365
42	79.43282318	142602.7599	22060.83799	144299.0912	8.794021719	218.6628714
43	63.09573364	145625.3563	22975.62364	147426.6722	8.965772889	220.8729124
44	50.11872482	148768.7444	23999.28473	150692.0866	9.163970867	222.9679544
45	39.81071854	152130.926	25164.02771	154198.0769	9.392271047	232.8781354
46	31.62277603	155657.8524	26433.0011	157886.2583	9.637729735	235.1181824
47	25.11886406	159430.7217	27831.09818	161841.6666	9.902086559	237.4032214
48	19.95262337	163409.8358	29300.71045	166015.9813	10.16557138	240.1782734
49	15.84893227	167676.6983	30882.04064	170496.8492	10.43556769	242.8183204
50	12.58925438	172189.9506	32535.09673	175236.7302	10.69982902	245.6133744
51	10	177006.7617	34261.04338	180292.0208	10.95458374	248.4134234
52	7.943282604	181991.576	36289.53347	185574.4163	11.27699852	251.4484814
53	6.30957365	187342.7779	38059.36454	191169.6411	11.48356648	254.6135404
54	5.011872292	193067.9912	39877.83477	197143.3258	11.67022486	257.6735973
55	3.981071711	199176.7713	41718.80622	203499.0049	11.82993348	260.8586533
56	3.162277699	205435.1906	43508.90161	209992.0047	11.95791325	264.0187123
57	2.511886358	212105.2735	45298.15174	216888.3805	12.0552416	267.2837753
58	1.995262384	218841.466	47013.65401	223834.4722	12.12455536	270.8038373
59	1.584893227	226094.1192	48675.27875	231274.3684	12.14963392	274.1038983
60	1.258925438	233392.2346	50187.40593	238727.273	12.13577503	277.4939643
61	1	240983.2864	51601.22943	246446.0006	12.08610812	283.8790813
62	0.794328272	248590.8807	53482.39621	254278.9662	12.14166902	287.8241543
63	0.630957365	256330.3937	54658.4496	262093.1454	12.03715159	291.9092283
64	0.501187265	264044.2952	55909.36414	269898.5862	11.95535927	296.4843153
65	0.398107171	271845.0434	57300.72291	277818.4668	11.90282263	301.4444072
66	0.316227764	279417.2762	58929.87855	285563.9067	11.9093105	306.6845052
67	0.251188636	286973.2307	60339.48242	293248.1684	11.87413994	312.7996142
68	0.199526235	294154.938	63303.94231	300889.5423	12.1451676	319.4997392
69	0.158489317	301316.7697	67245.57236	308729.2709	12.58067391	327.2948832
70	0.12589255	308545.2048	72260.90513	316893.9599	13.18103847	336.4600552
71	0.100000001	316042.2975	78655.35134	325682.9718	13.97561671	347.1502511
