Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	4360.866025	8202.084143	9289.313041	62.00141308	53.04480887
2	794328.25	5602.73592	9359.918138	10908.65332	59.09576143	63.38999884
3	630957.375	7008.261344	10632.11	12734.10735	56.6087278	68.79509983
4	501187.2188	8692.607194	11981.68082	14802.77322	54.03943509	71.50514882
5	398107.1563	10595.36303	13534.46283	17188.46712	51.94462362	80.0953078
6	316227.7813	12839.07259	15114.08928	19831.22486	49.65286153	82.28034879
7	251188.6406	15199.49268	16753.27245	22620.7143	47.78395163	88.96047178
8	199526.2344	18115.41221	18523.11204	25908.95288	45.63753974	91.12551277
9	158489.3125	21425.68062	20215.68793	29457.32216	43.3355981	93.50555676
10	125892.5391	25140.25255	21654.40607	33180.5003	40.73976836	95.14058776
11	100000	28967.81153	23208.48866	37118.29806	38.70107872	96.87061776
12	79432.82031	33095.8912	24319.75243	41070.52925	36.3094481	102.2307187
13	63095.73438	37604.96006	24834.48449	45065.33747	33.44095168	106.8458037
14	50118.72266	42180.81331	25095.4259	49081.57916	30.75048061	114.0909387
15	39810.71875	46848.30061	25012.85809	53107.49796	28.09828236	116.8159867
16	31622.77734	51214.33669	24743.35765	56878.30896	25.78674069	125.3511447
17	25118.86523	55418.42972	24201.32856	60472.36275	23.59098081	128.9412137
18	19952.62305	59426.95399	23505.12349	63906.60131	21.58026706	131.5612597
19	15848.93164	63208.42152	22609.80995	67130.52999	19.68225654	139.6914116
20	12589.25391	66683.18492	21661.59044	70113.27729	17.99604428	150.1966036
21	10000	69978.08047	20653.70415	72962.36867	16.44371947	158.5167636
22	7943.282227	72892.40376	19899.48726	75559.85786	15.26956035	164.8318776
23	6309.573242	75708.427	18770.32231	78000.5828	13.92451507	171.4169996
24	5011.872559	78290.95398	17743.72189	80276.47938	12.76969194	183.3172205
25	3981.071777	80693.79024	16792.53536	82422.55169	11.7555827	185.4222575
26	3162.277588	82899.79305	15934.11754	84417.24818	10.88009477	187.3272915
27	2511.886475	84983.08892	15204.4066	86332.4932	10.14352347	189.1523255
28	1995.262329	86926.69882	14559.63243	88137.58486	9.508393925	191.0023615
29	1584.893188	88809.74578	14037.9989	89912.38157	8.982324719	192.7323945
30	1258.925415	90645.80824	13656.06245	91668.70018	8.56735264	194.4824275
31	1000	92398.03641	13365.88271	93359.75553	8.231053463	196.5674655
32	794.3282471	94185.16864	13005.99586	95078.92469	7.862230778	198.7475035
33	630.9573364	95966.8282	12951.69564	96836.86558	7.686204283	200.7725415
34	501.1872253	97593.79591	12884.86567	98440.68652	7.521004014	202.5675735
35	398.1071777	99303.44926	12943.17748	100143.4016	7.426048767	204.3676095
36	316.2277832	101044.9223	13107.53595	101891.5297	7.391129023	206.3876465
37	251.1886444	102811.6001	13341.54746	103673.6322	7.393780696	208.4176835
38	199.5262299	104613.6043	13667.12366	105502.5899	7.443185749	210.4727225
39	158.4893188	106472.0583	14071.76071	107397.922	7.528799154	212.5127585
40	125.89254	108413.1652	14568.23278	109387.6035	7.653386891	214.5827975
41	100	110449.4722	15125.44773	111480.335	7.797836937	216.6578365
42	79.43282318	112546.3855	15836.23697	113655.0716	8.009422165	218.6628714
43	63.09573364	114801.3009	16508.8203	115982.2393	8.183228931	220.8729124
44	50.11872482	117149.6216	17223.88839	118409.0207	8.363972565	222.9679544
45	39.81071854	119653.2801	17996.90099	120999.1565	8.553668865	232.8781354
46	31.62277603	122267.9542	18799.50065	123704.7851	8.741147818	235.1181824
47	25.11886406	125044.8858	19644.61122	126578.5693	8.928220402	237.4032214
48	19.95262337	127934.005	20489.22502	129564.3392	9.098915991	240.1782734
49	15.84893227	130978.0502	21364.38805	132709.0303	9.264172101	242.8183204
50	12.58925438	134165.6759	22248.22821	135997.8392	9.415480418	245.6133744
51	10	137518.4678	23157.25399	139454.6069	9.558576721	248.4134234
52	7.943282604	140909.9868	24187.09634	142970.7663	9.739862181	251.4484814
53	6.30957365	144482.8501	25065.31861	146640.9362	9.841889025	254.6135404
54	5.011872292	148218.7962	25963.13668	150475.5662	9.935564868	257.6735973
55	3.981071711	152122.9073	26865.10303	154476.9002	10.01524263	260.8586533
56	3.162277699	156034.3272	27761.81848	158484.7937	10.08856485	264.0187123
57	2.511886358	160135.965	28717.54945	162690.5803	10.16691312	267.2837753
58	1.995262384	164159.8212	29662.1521	166818.135	10.24230102	270.8038373
59	1.584893227	168408.4719	30710.52718	171185.7175	10.33474864	274.1038983
60	1.258925438	172622.4297	31787.7491	175524.8251	10.43390572	277.4939643
61	1	176948.3985	33009.55739	180001.0184	10.56701179	283.8790813
62	0.794328272	181250.6377	34684.1736	184539.3876	10.8331713	287.8241543
63	0.630957365	185592.2409	36260.74753	189101.353	11.05510368	291.9092283
64	0.501187265	189899.6521	38193.70655	193702.4447	11.37193797	296.4843153
65	0.398107171	194299.553	40629.06904	198501.9837	11.81067372	301.4444072
66	0.316227764	198682.4824	43606.85703	203411.6191	12.37900417	306.6845052
67	0.251188636	203015.7658	47439.23347	208484.7286	13.1524589	312.7996142
68	0.199526235	207548.7221	52222.70917	214017.9511	14.12338752	319.4997392
69	0.158489317	212358.0506	58074.82579	220155.9153	15.29503898	327.2948832
70	0.12589255	217611.7499	65183.96888	227164.7497	16.67519306	336.4600552
71	0.100000001	223453.9424	73632.7579	235273.1336	18.23813495	347.1502511
