Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	956.387803	366.9353249	1024.362808	20.99020618	53.04480887
2	794328.25	1022.675073	355.0903097	1082.567981	19.14787738	63.38999884
3	630957.375	1083.826395	338.227557	1135.375504	17.33147324	68.79509983
4	501187.2188	1138.758539	318.0683755	1182.344494	15.60566059	71.50514882
5	398107.1563	1186.785326	296.9877144	1223.381017	14.04948263	80.0953078
6	316227.7813	1230.394298	276.2288866	1261.02043	12.65335102	82.28034879
7	251188.6406	1268.836563	256.6390158	1294.530729	11.4345656	88.96047178
8	199526.2344	1303.868398	237.4127574	1325.306612	10.31955396	91.12551277
9	158489.3125	1335.901591	219.510284	1353.816024	9.33124089	93.50555676
10	125892.5391	1364.008313	202.9938071	1379.030516	8.464718789	95.14058776
11	100000	1389.671436	187.8510316	1402.31049	7.698383722	96.87061776
12	79432.82031	1413.074559	172.8187105	1423.60318	6.972635145	102.2307187
13	63095.73438	1434.822947	161.5984955	1443.894374	6.425920653	106.8458037
14	50118.72266	1454.636891	151.7140767	1462.527143	5.954243057	114.0909387
15	39810.71875	1473.190397	143.2660482	1480.140232	5.554481485	116.8159867
16	31622.77734	1490.419048	136.3494466	1496.642947	5.227095186	125.3511447
17	25118.86523	1507.053724	130.8109087	1512.720205	4.960788765	128.9412137
18	19952.62305	1523.112936	126.5111917	1528.357974	4.748141968	131.5612597
19	15848.93164	1538.917241	123.5058316	1543.865268	4.588439527	139.6914116
20	12589.25391	1554.784113	121.4955494	1559.523904	4.468186119	150.1966036
21	10000	1570.720649	120.4578372	1575.332806	4.385402899	158.5167636
22	7943.282227	1586.947997	120.2650088	1591.498545	4.33381007	164.8318776
23	6309.573242	1603.490103	120.2804112	1607.99499	4.289816125	171.4169996
24	5011.872559	1620.511463	121.1290179	1625.032197	4.274761076	183.3172205
25	3981.071777	1638.17959	121.9441341	1642.712008	4.257177849	185.4222575
26	3162.277588	1656.154297	122.6993703	1660.693286	4.237126777	187.3272915
27	2511.886475	1674.718379	123.5070998	1679.266403	4.217812577	189.1523255
28	1995.262329	1693.722481	123.8617822	1698.245442	4.182589987	191.0023615
29	1584.893188	1713.026234	123.8177767	1717.495188	4.134157466	192.7323945
30	1258.925415	1732.479272	123.007699	1736.840615	4.061240327	194.4824275
31	1000	1752.033691	121.2316474	1756.222983	3.958261633	196.5674655
32	794.3282471	1771.102944	118.8890273	1775.088797	3.840338923	198.7475035
33	630.9573364	1789.70843	115.2022749	1793.412342	3.683007969	200.7725415
34	501.1872253	1807.092268	110.9488775	1810.494993	3.51334189	202.5675735
35	398.1071777	1823.402625	106.1144053	1826.487723	3.33061809	204.3676095
36	316.2277832	1838.151483	100.9761988	1840.922885	3.144300649	206.3876465
37	251.1886444	1850.977821	96.05989823	1853.468747	2.970804695	208.4176835
38	199.5262299	1861.894759	91.79838763	1864.156388	2.822610959	210.4727225
39	158.4893188	1870.741326	89.06739775	1872.860408	2.725836656	212.5127585
40	125.89254	1877.939327	88.6961931	1880.032747	2.704104284	214.5827975
41	100	1883.876038	91.06900641	1886.07595	2.767597646	216.6578365
42	79.43282318	1888.83638	98.94435446	1891.426143	2.998627651	218.6628714
43	63.09573364	1893.956174	109.2361135	1897.103718	3.300943372	220.8729124
44	50.11872482	1900.01032	123.9634178	1904.049932	3.732889416	222.9679544
45	39.81071854	1907.593481	144.2309798	1913.038281	4.323842065	232.8781354
46	31.62277603	1917.131083	169.8460151	1924.640033	5.062835209	235.1181824
47	25.11886406	1930.006457	201.6543633	1940.512666	5.96483649	237.4032214
48	19.95262337	1946.77615	239.3930104	1961.439877	7.010407326	240.1782734
49	15.84893227	1967.133652	284.7147197	1987.631071	8.235562464	242.8183204
50	12.58925438	1992.090091	337.8692283	2020.539172	9.626069779	245.6133744
51	10	2022.811438	400.2085685	2062.021584	11.19130823	248.4134234
52	7.943282604	2057.903456	474.996553	2112.010502	12.99714797	251.4484814
53	6.30957365	2099.663637	557.6079193	2172.444241	14.87274469	254.6135404
54	5.011872292	2151.075775	654.2532471	2248.371478	16.91722534	257.6735973
55	3.981071711	2212.654667	766.8521921	2341.773465	19.11506994	260.8586533
56	3.162277699	2279.197626	893.9159695	2448.229478	21.415431	264.0187123
57	2.511886358	2357.195469	1042.459521	2577.419704	23.85720361	267.2837753
58	1.995262384	2444.690348	1206.589505	2726.237175	26.26888001	270.8038373
59	1.584893227	2548.61452	1401.793396	2908.687109	28.81175011	274.1038983
60	1.258925438	2665.232066	1617.688657	3117.752164	31.25606658	277.4939643
61	1	2800.923191	1870.379599	3368.009882	33.73391113	283.8790813
62	0.794328272	2970.205377	2148.762517	3665.965131	35.88344545	287.8241543
63	0.630957365	3143.778187	2481.176261	4004.944061	38.281698	291.9092283
64	0.501187265	3338.729737	2859.366463	4395.804002	40.57752489	296.4843153
65	0.398107171	3562.625395	3302.987816	4858.191868	42.83427183	301.4444072
66	0.316227764	3813.278429	3817.566671	5395.823169	45.03219802	306.6845052
67	0.251188636	4092.659463	4405.710186	6013.330501	47.10962569	312.7996142
68	0.199526235	4409.63376	5092.517589	6736.364397	49.11056491	319.4997392
69	0.158489317	4770.962339	5897.315981	7585.540021	51.02694323	327.2948832
70	0.12589255	5188.27924	6845.482374	8589.462754	52.84104307	336.4600552
71	0.100000001	5674.689054	7967.353607	9781.657291	54.53990911	347.1502511
