Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	2416.269934	6445.893747	6883.887462	69.45128214	53.04480887
2	794328.25	3405.859368	7463.991698	8204.331179	65.47253211	63.38999884
3	630957.375	4569.295701	8575.043619	9716.472419	61.94864203	68.79509983
4	501187.2188	5890.4681	9786.331562	11422.34214	58.95594209	71.50514882
5	398107.1563	7491.771898	11013.84837	13320.34166	55.77592129	80.0953078
6	316227.7813	9241.558542	12352.79254	15427.18016	53.1985456	82.28034879
7	251188.6406	11250.96435	13763.89505	17777.20467	50.73654628	88.96047178
8	199526.2344	13573.85318	15208.6987	20385.1418	48.25090041	91.12551277
9	158489.3125	16259.76975	16590.75837	23230.01024	45.57726954	93.50555676
10	125892.5391	19116.44774	17961.38417	26230.7052	43.21567584	95.14058776
11	100000	22462.55548	19059.48136	29458.95837	40.3146094	96.87061776
12	79432.82031	25688.19902	20140.59549	32642.41345	38.09789297	102.2307187
13	63095.73438	29400.33248	20657.14749	35931.84232	35.09249563	106.8458037
14	50118.72266	33123.34897	20963.41766	39199.75927	32.32928753	114.0909387
15	39810.71875	36967.02282	20981.35805	42506.21322	29.5779264	116.8159867
16	31622.77734	40523.72391	20843.64339	45570.05233	27.21932177	125.3511447
17	25118.86523	44017.45062	20527.48275	48568.64737	25.00193351	128.9412137
18	19952.62305	47366.60004	20064.88988	51441.17616	22.95792402	131.5612597
19	15848.93164	50556.16076	19507.18746	54189.07412	21.09919959	139.6914116
20	12589.25391	53579.26712	18881.68994	56808.94366	19.41279649	150.1966036
21	10000	56456.94439	18215.86028	59322.88038	17.88232071	158.5167636
22	7943.282227	59201.08415	17453.23852	61720.20657	16.42619265	164.8318776
23	6309.573242	61760.51023	16645.34945	63964.27348	15.08364184	171.4169996
24	5011.872559	64176.65848	15904.78423	66118.11896	13.9190672	183.3172205
25	3981.071777	66426.06737	15082.14666	68116.76427	12.79221957	185.4222575
26	3162.277588	68586.33177	14375.15039	70076.59991	11.83739113	187.3272915
27	2511.886475	70429.28471	13658.69375	71741.50862	10.97540503	189.1523255
28	1995.262329	72262.47303	13028.45103	73427.55304	10.22025903	191.0023615
29	1584.893188	73974.81808	12469.51733	75018.41489	9.568080315	192.7323945
30	1258.925415	75590.10891	12010.604	76538.351	9.028323082	194.4824275
31	1000	77135.96133	11627.47791	78007.40204	8.572229244	196.5674655
32	794.3282471	78669.48864	11148.17162	79455.46031	8.065621851	198.7475035
33	630.9573364	80114.22699	10869.36742	80848.20663	7.726335265	200.7725415
34	501.1872253	81548.5268	10715.52245	82249.52672	7.485810754	202.5675735
35	398.1071777	82946.3653	10650.36704	83627.32708	7.316780556	204.3676095
36	316.2277832	84336.13478	10667.32101	85008.09001	7.20881969	206.3876465
37	251.1886444	85743.93994	10765.37749	86417.10819	7.156190678	208.4176835
38	199.5262299	87150.87357	10939.8263	87834.81407	7.154769734	210.4727225
39	158.4893188	88585.05502	11193.19996	89289.41537	7.201467435	212.5127585
40	125.89254	90078.24019	11541.68119	90814.64508	7.301497207	214.5827975
41	100	91628.79216	11974.1008	92407.87111	7.445253309	216.6578365
42	79.43282318	93235.52391	12554.56699	94076.99013	7.668995935	218.6628714
43	63.09573364	94948.60843	13124.44006	95851.39107	7.869941039	220.8729124
44	50.11872482	96741.85498	13761.1916	97715.69424	8.095812681	222.9679544
45	39.81071854	98662.20479	14486.38595	99720.03827	8.352947115	232.8781354
46	31.62277603	100676.4685	15270.8232	101828.0381	8.625001536	235.1181824
47	25.11886406	102845.0577	16135.18986	104103.0751	8.916357936	237.4032214
48	19.95262337	105125.6011	17050.85966	106499.4076	9.212866585	240.1782734
49	15.84893227	107567.1031	18040.66891	109069.4614	9.520780998	242.8183204
50	12.58925438	110156.1293	19101.45014	111799.9921	9.837462753	245.6133744
51	10	112924.4367	20222.02487	114720.7858	10.15267013	248.4134234
52	7.943282604	115774.5771	21518.98245	117757.4596	10.52939012	251.4484814
53	6.30957365	118827.2915	22756.21395	120986.6542	10.84125976	254.6135404
54	5.011872292	122117.3844	24071.79633	124467.2927	11.15118763	257.6735973
55	3.981071711	125624.2801	25488.05937	128183.8559	11.46912513	260.8586533
56	3.162277699	129239.3636	26960.23892	132021.4664	11.78331708	264.0187123
57	2.511886358	133095.4526	28587.94298	136131.0765	12.12253172	267.2837753
58	1.995262384	137005.98	30269.65781	140309.9809	12.45860323	270.8038373
59	1.584893227	141275.4193	32157.14888	144889.0138	12.82319926	274.1038983
60	1.258925438	145663.234	34128.22652	149607.866	13.18628769	277.4939643
61	1	150362.2788	36309.43978	154684.1631	13.57587013	283.8790813
62	0.794328272	155272.8706	38896.17252	160070.5363	14.06331358	287.8241543
63	0.630957365	160486.7086	41443.24535	165751.3989	14.47943849	291.9092283
64	0.501187265	165952.3829	44208.65815	171739.9162	14.91681109	296.4843153
65	0.398107171	171845.9838	47325.98524	178243.6283	15.39743248	301.4444072
66	0.316227764	178023.888	50707.2706	185104.6515	15.89875926	306.6845052
67	0.251188636	184467.831	54476.48193	192343.619	16.45276518	312.7996142
68	0.199526235	191326.8306	58697.87314	200128.4498	17.05568543	319.4997392
69	0.158489317	198565.3107	63385.27707	208436.7434	17.70392883	327.2948832
70	0.12589255	206261.6852	68632.17393	217380.4455	18.40451269	336.4600552
71	0.100000001	214457.7169	74547.51574	227045.0273	19.16793135	347.1502511
