Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	5285.928067	9174.271077	10588.12001	60.05079911	53.04480887
2	794328.25	6730.318864	10459.79916	12438.03001	57.24089566	63.38999884
3	630957.375	8338.812936	11928.34768	14554.0812	55.0435542	68.79509983
4	501187.2188	10292.04122	13457.77045	16942.18693	52.59248084	71.50514882
5	398107.1563	12260.3875	15131.93803	19475.4371	50.98448569	80.0953078
6	316227.7813	14779.29532	16923.85384	22468.74271	48.86987572	82.28034879
7	251188.6406	17586.16331	18835.24819	25768.96805	46.9642087	88.96047178
8	199526.2344	20710.31395	20735.18705	29306.40008	45.03438547	91.12551277
9	158489.3125	24442.49746	22606.11388	33293.72413	42.76478746	93.50555676
10	125892.5391	28510.72418	24343.08181	37489.29214	40.4914268	95.14058776
11	100000	33049.26564	25811.34536	41934.22836	37.98969527	96.87061776
12	79432.82031	37814.81591	27041.12094	46488.52035	35.56830461	102.2307187
13	63095.73438	42925.17606	27489.00388	50972.6993	32.63523488	106.8458037
14	50118.72266	48005.19534	27638.68213	55393.10002	29.93090878	114.0909387
15	39810.71875	53300.74293	27381.64551	59922.6477	27.19046203	116.8159867
16	31622.77734	58019.85552	26997.85972	63993.65643	24.95355001	125.3511447
17	25118.86523	62621.31336	26321.48095	67928.26544	22.79837075	128.9412137
18	19952.62305	66848.5124	25553.18829	71565.97684	20.91961333	131.5612597
19	15848.93164	70998.51605	24547.36925	75122.31771	19.07256158	139.6914116
20	12589.25391	74685.84044	23447.75062	78280.08541	17.42977237	150.1966036
21	10000	78233.52985	22460.11653	81393.74685	16.01827862	158.5167636
22	7943.282227	81434.29368	21691.74165	84273.81469	14.91560511	164.8318776
23	6309.573242	84489.74392	20560.1945	86955.38181	13.67683572	171.4169996
24	5011.872559	87340.20416	19486.43418	89487.6102	12.57724659	183.3172205
25	3981.071777	89967.88975	18515.69887	91853.4283	11.62929498	185.4222575
26	3162.277588	92438.33139	17656.19403	94109.43788	10.8135391	187.3272915
27	2511.886475	94797.80535	16854.36032	96284.43987	10.08142826	189.1523255
28	1995.262329	97010.48288	16224.34249	98357.83181	9.494458713	191.0023615
29	1584.893188	99154.3017	15723.27231	100393.2111	9.01058251	192.7323945
30	1258.925415	101203.7488	15394.85188	102367.9649	8.649377496	194.4824275
31	1000	103164.7971	14972.112	104245.5731	8.257576097	196.5674655
32	794.3282471	105244.8564	14640.98616	106258.3563	7.919791144	198.7475035
33	630.9573364	107228.144	14520.65374	108206.8587	7.711984709	200.7725415
34	501.1872253	109110.7826	14461.5932	110064.9833	7.550003891	202.5675735
35	398.1071777	111046.3029	14493.63939	111988.1555	7.436145895	204.3676095
36	316.2277832	112988.972	14652.33329	113935.0634	7.388843246	206.3876465
37	251.1886444	114963.1495	14888.39385	115923.2074	7.379064983	208.4176835
38	199.5262299	116973.1266	15203.67068	117957.0428	7.405546191	210.4727225
39	158.4893188	119048.3188	15607.88584	120067.0992	7.469189457	212.5127585
40	125.89254	121175.7747	16120.4083	122243.3472	7.577750063	214.5827975
41	100	123407.6802	16707.21162	124533.4752	7.709956992	216.6578365
42	79.43282318	125715.4746	17491.9344	126926.5469	7.921225351	218.6628714
43	63.09573364	128190.1268	18224.87164	129479.1665	8.091551292	220.8729124
44	50.11872482	130760.2793	19009.27365	132134.7915	8.271428748	222.9679544
45	39.81071854	133524.1693	19869.97561	134994.5174	8.464174778	232.8781354
46	31.62277603	136381.4652	20767.23645	137953.5507	8.658099349	235.1181824
47	25.11886406	139445.3224	21709.3585	141125.1012	8.84898099	237.4032214
48	19.95262337	142635.3272	22668.7789	144425.4483	9.030391368	240.1782734
49	15.84893227	146004.307	23665.5872	147909.8296	9.2069019	242.8183204
50	12.58925438	149516.7284	24684.69177	151540.7077	9.37476872	245.6133744
51	10	153239.5451	25697.74505	155379.3174	9.519726492	248.4134234
52	7.943282604	156996.2813	26911.44316	159286.0889	9.726796785	251.4484814
53	6.30957365	160972.074	27912.3793	163374.1397	9.837210605	254.6135404
54	5.011872292	165145.729	28915.93802	167658.1143	9.931441477	257.6735973
55	3.981071711	169509.2503	29942.38744	172133.4729	10.01748259	260.8586533
56	3.162277699	173874.6639	30945.60935	176606.9916	10.0916364	264.0187123
57	2.511886358	178444.2232	32017.15814	181293.7925	10.17199822	267.2837753
58	1.995262384	182979.3912	33074.7628	185944.6088	10.24596685	270.8038373
59	1.584893227	187759.8219	34204.97214	190850.0219	10.32458397	274.1038983
60	1.258925438	192518.7762	35388.80038	195744.3393	10.41583239	277.4939643
61	1	197397.5462	36689.55682	200778.2728	10.52920496	283.8790813
62	0.794328272	202243.3554	38532.59954	205881.364	10.78704688	287.8241543
63	0.630957365	207185.7863	40138.49035	211038.0261	10.96419563	291.9092283
64	0.501187265	212097.9782	42048.73201	216225.9194	11.21356895	296.4843153
65	0.398107171	217093.0236	44467.61673	221600.4283	11.57589313	301.4444072
66	0.316227764	222062.3351	47391.9733	227063.1626	12.04718381	306.6845052
67	0.251188636	226963.1729	51177.32873	232661.5585	12.70695936	312.7996142
68	0.199526235	232034.5053	55915.57934	238676.6928	13.54879089	319.4997392
69	0.158489317	237350.3156	61780.98191	245259.1732	14.59002029	327.2948832
70	0.12589255	243049.9647	68907.6439	252629.2713	15.82868322	336.4600552
71	0.100000001	249341.4088	77473.76495	261100.2152	17.26072987	347.1502511
