Index	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	Time (s)
1	1000000	841.7578891	261.5497718	881.45597	17.26098771	53.04480887
2	794328.25	888.4994907	250.8563437	923.2335837	15.76634038	63.38999884
3	630957.375	930.360429	237.3169328	960.150954	14.30988995	68.79509983
4	501187.2188	968.0481512	222.1521779	993.2113638	12.92471675	71.50514882
5	398107.1563	1000.898286	206.9428653	1022.067868	11.68170906	80.0953078
6	316227.7813	1030.190718	192.2732423	1047.979921	10.57196348	82.28034879
7	251188.6406	1056.797826	178.5224783	1071.77046	9.588324939	88.96047178
8	199526.2344	1080.552523	165.272017	1093.118747	8.696075039	91.12551277
9	158489.3125	1102.369086	153.4227536	1112.994224	7.92327213	93.50555676
10	125892.5391	1121.97691	142.1661894	1130.948015	7.221489306	95.14058776
11	100000	1140.040608	132.0307835	1147.66054	6.606128951	96.87061776
12	79432.82031	1156.382941	121.7096865	1162.770293	6.008279044	102.2307187
13	63095.73438	1171.754799	114.8941176	1177.374183	5.600123744	106.8458037
14	50118.72266	1185.966387	108.9247418	1190.957963	5.247592172	114.0909387
15	39810.71875	1199.401842	103.9554975	1203.898469	4.953605397	116.8159867
16	31622.77734	1212.079217	99.96120984	1216.194175	4.714562658	125.3511447
17	25118.86523	1224.498322	96.83004863	1228.320886	4.521388079	128.9412137
18	19952.62305	1236.694189	94.62633869	1240.309099	4.375492533	131.5612597
19	15848.93164	1248.87916	93.21379825	1252.352973	4.268525685	139.6914116
20	12589.25391	1261.139992	92.50727197	1264.528242	4.195252521	150.1966036
21	10000	1273.619103	92.37211159	1276.964458	4.148242887	158.5167636
22	7943.282227	1286.391767	92.76262802	1289.73202	4.124500348	164.8318776
23	6309.573242	1299.612671	93.22327959	1302.951908	4.102889801	171.4169996
24	5011.872559	1313.269834	93.97526591	1316.627893	4.093007937	183.3172205
25	3981.071777	1327.221467	94.74314212	1330.59877	4.083108833	185.4222575
26	3162.277588	1341.694757	95.27427395	1345.073235	4.061777921	187.3272915
27	2511.886475	1356.386615	95.50881179	1359.745043	4.027785651	189.1523255
28	1995.262329	1371.310373	95.31466657	1374.618865	3.976021167	191.0023615
29	1584.893188	1386.254484	94.48452251	1389.470697	3.899143167	192.7323945
30	1258.925415	1401.45022	92.97732925	1404.531062	3.795649098	194.4824275
31	1000	1416.088015	90.89841387	1419.002392	3.67276612	196.5674655
32	794.3282471	1430.517162	87.97685293	1433.219899	3.519259896	198.7475035
33	630.9573364	1444.209932	84.32253245	1446.669491	3.341513122	200.7725415
34	501.1872253	1456.177318	80.31422615	1458.390468	3.156901687	202.5675735
35	398.1071777	1467.165435	76.11755819	1469.138624	2.96988202	204.3676095
36	316.2277832	1476.596944	72.11414649	1478.356853	2.795993802	206.3876465
37	251.1886444	1484.485798	68.76823496	1486.077776	2.652308826	208.4176835
38	199.5262299	1490.801822	66.71353383	1492.293794	2.562282515	210.4727225
39	158.4893188	1495.641115	66.5535055	1497.121142	2.547884691	212.5127585
40	125.89254	1499.464292	68.86960213	1501.045031	2.629716754	214.5827975
41	100	1502.800535	74.16602744	1504.629538	2.825361937	216.6578365
42	79.43282318	1506.002978	84.35269713	1508.363467	3.20584286	218.6628714
43	63.09573364	1509.976202	97.15125677	1513.09831	3.681313125	220.8729124
44	50.11872482	1515.56776	113.7841319	1519.833038	4.293534807	222.9679544
45	39.81071854	1522.982181	135.4464143	1528.993281	5.08222889	232.8781354
46	31.62277603	1532.734817	161.4434393	1541.213808	6.012811518	235.1181824
47	25.11886406	1545.692589	193.0488615	1557.701333	7.119077643	237.4032214
48	19.95262337	1562.489571	229.6404507	1579.274642	8.360953342	240.1782734
49	15.84893227	1582.77644	273.1099425	1606.166337	9.790051306	242.8183204
50	12.58925438	1607.094063	323.5714809	1639.344329	11.38370812	245.6133744
51	10	1636.938219	382.3947969	1681.009373	13.14871153	248.4134234
52	7.943282604	1670.788479	451.3678755	1730.683998	15.11772482	251.4484814
53	6.30957365	1710.504367	528.4238086	1790.267273	17.16741731	254.6135404
54	5.011872292	1758.920181	617.8889307	1864.29261	19.35580315	257.6735973
55	3.981071711	1816.769266	721.2319326	1954.693343	21.65238385	260.8586533
56	3.162277699	1879.632874	838.0238133	2057.985338	24.02943551	264.0187123
57	2.511886358	1953.434571	974.3815278	2182.962662	26.51021727	267.2837753
58	1.995262384	2035.293322	1123.880139	2324.978597	28.90728925	270.8038373
59	1.584893227	2133.180921	1301.099563	2498.663825	31.38043479	274.1038983
60	1.258925438	2243.109837	1498.334436	2697.507706	33.74181182	277.4939643
61	1	2371.121376	1726.553769	2933.121971	36.06057834	283.8790813
62	0.794328272	2530.531903	1974.945642	3209.984735	37.97014535	287.8241543
63	0.630957365	2692.776097	2273.904989	3524.441375	40.17929818	291.9092283
64	0.501187265	2874.636483	2613.033257	3884.775117	42.27071366	296.4843153
65	0.398107171	3082.848947	3010.793576	4309.157179	44.32252733	301.4444072
66	0.316227764	3316.06886	3472.346822	4801.406579	46.31878877	306.6845052
67	0.251188636	3575.043301	3997.658053	5363.040603	48.19423007	312.7996142
68	0.199526235	3870.248684	4613.087804	6021.578195	50.00431209	319.4997392
69	0.158489317	4206.458865	5332.172287	6791.638793	51.73069989	327.2948832
70	0.12589255	4594.072595	6178.116989	7699.002049	53.3653596	336.4600552
71	0.100000001	5045.139614	7177.552801	8773.294588	54.89641469	347.1502511
