Time (s)	WE(1).Potential (V)	Corrected time (s)	Index	dWE(1).Potential/dt (V/s)	Cutoffs	OCP value (V)
10.6989339729878	-0.02684326171875	0	1	0	dWE(1).Potential/dt < 1E-06 V/s	-0.0275876811906403
10.7989339727353	-0.0268402099609375	0.0999999997475243	2	3.05100111290812E-05		
10.8989339724828	-0.0268463134765625	0.199999999495049	3	-0.000106822291854769	dWE(1).Potential/dt < 1E-06 V/s	
10.9989339722304	-0.0268463134765625	0.299999999242573	4	8.13972801552154E-05		
11.0989339719779	-0.02684326171875	0.399999998990097	5	3.56384734914172E-05		
11.1989339717254	-0.026849365234375	0.499999998737621	6	-0.000147514729178511	dWE(1).Potential/dt < 1E-06 V/s	
11.2989339714729	-0.02684326171875	0.599999998485146	7	0.00019327353220433		
11.3989339712205	-0.0268524169921875	0.69999999823267	8	-0.000259415799519047	dWE(1).Potential/dt < 1E-06 V/s	
11.498933970968	-0.02684326171875	0.799999997980194	9	0.000295035657472909		
11.5989339707155	-0.0268524169921875	0.899999997727718	10	-0.000305211869999766	dWE(1).Potential/dt < 1E-06 V/s	
11.698933970463	-0.0268585205078125	0.999999997475243	11	2.54684709943831E-05		
11.7989339702106	-0.0268524169921875	1.09999999722277	12	0.000152550055645406		
11.8989339699581	-0.0268585205078125	1.19999999697029	13	-0.000203412491828203	dWE(1).Potential/dt < 1E-06 V/s	
11.9989339697056	-0.0268585205078125	1.29999999671782	14	9.1554866230581E-05		
12.0989339694531	-0.02685546875	1.39999999646534	15	3.56012205884326E-05		
12.1989339692007	-0.026849365234375	1.49999999621286	16	7.63060743338428E-05		
12.2989339689482	-0.0268585205078125	1.59999999596039	17	-0.000228893375606276	dWE(1).Potential/dt < 1E-06 V/s	
12.3989339686957	-0.02685546875	1.69999999570791	18	0.000183109732461162		
12.4989339684432	-0.02685546875	1.79999999545544	19	-6.61174417473376E-05	dWE(1).Potential/dt < 1E-06 V/s	
12.5989339681908	-0.02685546875	1.89999999520296	20	1.01700034065288E-05		
12.6989339679383	-0.0268585205078125	1.99999999495049	21	-5.59288127988111E-05	dWE(1).Potential/dt < 1E-06 V/s	
12.7989339676858	-0.026861572265625	2.09999999469801	22	-2.03648432943737E-05	dWE(1).Potential/dt < 1E-06 V/s	
12.8989339674333	-0.0268585205078125	2.19999999444553	23	8.14345330582E-05		
12.9989339671808	-0.0268646240234375	2.29999999419306	24	-0.000157690941705368	dWE(1).Potential/dt < 1E-06 V/s	
13.0989339669284	-0.0268646240234375	2.39999999394058	25	8.13662409200333E-05		
13.1989339666759	-0.026861572265625	2.49999999368811	26	3.55763877450954E-05		
13.2989339664234	-0.0268585205078125	2.59999999343563	27	2.04083044081926E-05		
13.3989339661709	-0.02686767578125	2.69999999318316	28	-0.000193323197891004	dWE(1).Potential/dt < 1E-06 V/s	
13.4989339659185	-0.02686767578125	2.79999999293068	29	0.000116979877930135		
13.598933965666	-0.0268646240234375	2.8999999926782	30	2.54436363320565E-05		
13.6989339654135	-0.026861572265625	2.99999999242573	31	2.03027539100731E-05		
13.798933965161	-0.02686767578125	3.09999999217325	32	-0.000137301263748668	dWE(1).Potential/dt < 1E-06 V/s	
13.8989339649086	-0.026873779296875	3.19999999192078	33	-3.05038029182469E-05	dWE(1).Potential/dt < 1E-06 V/s	
13.9989339646561	-0.0268707275390625	3.2999999916683	34	0.000106797459011432		
14.0989339644036	-0.02686767578125	3.39999999141583	35	-1.24175869586907E-08	dWE(1).Potential/dt < 1E-06 V/s	
14.1989339641511	-0.02686767578125	3.49999999116335	36	-2.54436363320565E-05	dWE(1).Potential/dt < 1E-06 V/s	
14.2989339638987	-0.0268768310546875	3.59999999091087	37	-0.000157678514369763	dWE(1).Potential/dt < 1E-06 V/s	
14.3989339636462	-0.0268646240234375	3.6999999906584	38	0.000330643088091165		
14.4989339633937	-0.02686767578125	3.79999999040592	39	-0.000228943055844866	dWE(1).Potential/dt < 1E-06 V/s	
14.5989339631412	-0.02686767578125	3.89999999015345	40	7.62998606660403E-05		
14.6989339628888	-0.02686767578125	3.99999998990097	41	-1.01886298580212E-05	dWE(1).Potential/dt < 1E-06 V/s	
14.7989339626363	-0.026873779296875	4.0999999896485	42	-0.000111870038381312	dWE(1).Potential/dt < 1E-06 V/s	
14.8989339623838	-0.0268707275390625	4.19999998939602	43	0.000127143677673303		
14.9989339621313	-0.0268707275390625	4.29999998914354	44	-5.59412292204797E-05	dWE(1).Potential/dt < 1E-06 V/s	
15.0989339618789	-0.0268646240234375	4.39999998889107	45	0.00012207729741931		
15.1989339616264	-0.026873779296875	4.49999998863859	46	-0.000239063389017247	dWE(1).Potential/dt < 1E-06 V/s	
15.2989339613739	-0.0268829345703125	4.59999998838612	47	-4.07048501074314E-05	dWE(1).Potential/dt < 1E-06 V/s	
15.3989339611214	-0.02689208984375	4.69999998813364	48	-9.15486598387361E-05	dWE(1).Potential/dt < 1E-06 V/s	
15.498933960869	-0.0268768310546875	4.79999998788117	49	0.000356049480615184		
15.5989339606165	-0.0268829345703125	4.89999998762869	50	-0.00032043582177721	dWE(1).Potential/dt < 1E-06 V/s	
15.698933960364	-0.0268768310546875	4.99999998737621	51	0.000233953542192467		
15.7989339601115	-0.0268829345703125	5.09999998712374	52	-0.000203443531063385	dWE(1).Potential/dt < 1E-06 V/s	
15.8989339598591	-0.0268829345703125	5.19999998687126	53	9.15300333872437E-05		
15.9989339596066	-0.0268798828125	5.29999998661879	54	3.56198470399249E-05		
