Time (s)	WE(1).Potential (V)	Corrected time (s)	Index	dWE(1).Potential/dt (V/s)	OCP value (V)
4.86381198772006	0.008056640625	0	1	0	0.00868296903722426
4.96381198746758	0.0080413818359375	0.0999999997475243	2	-0.000152588036144152	
5.0638119872151	0.008038330078125	0.199999999495049	3	3.05101566482335E-05	
5.16381198696263	0.008038330078125	0.299999999242573	4	-1.52488692037878E-05	
5.26381198671015	0.0080413818359375	0.399999998990097	5	4.57838614238426E-05	
5.36381198645768	0.008038330078125	0.499999998737621	6	-9.1564616013784E-05	
5.4638119862052	0.00804748535156249	0.599999998485146	7	0.000213648701901548	
5.56381198595273	0.00804748535156249	0.69999999823267	8	-0.000116986644570716	
5.66381198570025	0.0080596923828125	0.799999997980194	9	0.000254316488280892	
5.76381198544777	0.008056640625	0.899999997727718	10	-0.000198378111235797	
5.8638119851953	0.0080535888671875	0.999999997475243	11	2.03463132493198E-05	
5.96381198494282	0.0080413818359375	1.09999999722277	12	-0.000198350171558559	
6.06381198469035	0.00805053710937501	1.19999999697029	13	0.000300072424579412	
6.16381198443787	0.0080413818359375	1.29999999671782	14	-0.000315343029797077	
6.2638119841854	0.00804443359375	1.39999999646534	15	0.000193280662642792	
6.36381198393292	0.00806579589843751	1.49999999621286	16	0.000325497559970245	
6.46381198368044	0.00804748535156249	1.59999999596039	17	-0.000574725912883878	
6.56381198342797	0.00806274414062499	1.69999999570791	18	0.000564577581826597	
6.66381198317549	0.00805053710937501	1.79999999545544	19	-0.000462861557025462	
6.76381198292302	0.00806579589843751	1.89999999520296	20	0.000473019172204658	
6.86381198267054	0.0080596923828125	1.99999999495049	21	-0.000330601207679138	
6.96381198241806	0.0080535888671875	2.09999999469801	22	1.01514260677504E-05	
7.06381198216559	0.0080596923828125	2.19999999444553	23	0.000162789132446051	
7.16381198191311	0.008056640625	2.29999999419306	24	-0.000147524740896188	
7.26381198166064	0.0080718994140625	2.39999999394058	25	0.000335701741278172	
7.36381198140816	0.00806274414062499	2.49999999368811	26	-0.000356029428075999	
7.46381198115569	0.00806884765625	2.59999999343563	27	0.000269562267931178	
7.56381198090321	0.00806579589843751	2.69999999318316	28	-0.000157666858285666	
7.66381198065073	0.0080596923828125	2.79999999293068	29	-5.59477048227564E-05	
7.76381198039826	0.00806579589843751	2.8999999926782	30	0.000172906409716234	
7.86381198014578	0.00806884765625	2.99999999242573	31	-3.55951815436129E-05	
7.96381197989331	0.00806884765625	3.09999999217325	32	-1.52519742186996E-05	
